GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
bitcoinj,org.bitcoinj.store,BlockStoreException,9,4,0,0,4,2,2,1,2,1
bitcoinj,org.bitcoinj.store,LevelDBFullPrunedBlockStore.LRUCache,2,19,1,1,0,5,1,2,0,2
bitcoinj,org.bitcoinj.store,LevelDBBlockStore,45,172,1,5,12,50,2,14,1,12
bitcoinj,org.bitcoinj.store,PostgresFullPrunedBlockStore,390,0,18,0,88,0,18,0,9,0
bitcoinj,org.bitcoinj.store,MySQLFullPrunedBlockStore,82,0,0,0,22,0,10,0,10,0
bitcoinj,org.bitcoinj.store,H2FullPrunedBlockStore,42,70,0,0,11,17,3,5,3,5
bitcoinj,org.bitcoinj.store,StoredTransactionOutPoint,20,69,5,5,1,15,6,6,1,6
bitcoinj,org.bitcoinj.store,LevelDBFullPrunedBlockStore.KeyType,9,99,0,0,0,2,2,2,2,2
bitcoinj,org.bitcoinj.store,TransactionalHashMap,5,246,3,33,1,52,3,23,0,8
bitcoinj,org.bitcoinj.store,MemoryFullPrunedBlockStore,43,337,3,19,11,79,4,28,1,20
bitcoinj,org.bitcoinj.store,ChainFileLockedException,8,0,0,0,4,0,2,0,2,0
bitcoinj,org.bitcoinj.store,MemoryBlockStore,39,67,4,4,7,20,6,5,2,5
bitcoinj,org.bitcoinj.store,TransactionalMultiKeyHashMap,0,91,0,6,0,25,0,11,0,8
bitcoinj,org.bitcoinj.store,SPVBlockStore,142,433,18,24,18,117,18,15,1,11
bitcoinj,org.bitcoinj.store,MemoryBlockStore.new LinkedHashMap() {...},2,14,1,1,0,2,1,2,0,2
bitcoinj,org.bitcoinj.store,DatabaseFullPrunedBlockStore,1090,1431,99,73,221,379,78,66,11,47
bitcoinj,org.bitcoinj.store,SPVBlockStore.new LinkedHashMap() {...},8,6,2,0,1,1,2,1,1,1
bitcoinj,org.bitcoinj.store,SPVBlockStore.new LinkedHashMap() {...},2,12,1,1,0,2,1,2,0,2
bitcoinj,org.bitcoinj.store,LevelDBFullPrunedBlockStore,701,1650,81,117,165,403,71,69,5,36
bitcoinj,org.bitcoinj.store,MemoryFullPrunedBlockStore.StoredBlockAndWasUndoableFlag,0,9,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.store,WindowsMMapHack,3,9,1,1,1,3,2,1,1,1
bitcoinj,org.bitcoinj.crypto,DeterministicKey.new Comparator() {...},12,3,0,0,3,1,1,1,1,1
bitcoinj,org.bitcoinj.crypto,TrustStoreLoader.FileTrustStoreLoader,24,0,2,0,6,0,3,0,2,0
bitcoinj,org.bitcoinj.crypto,LazyECPoint,116,114,4,16,26,25,30,14,26,8
bitcoinj,org.bitcoinj.crypto,BIP38PrivateKey,106,516,22,42,15,82,23,18,1,8
bitcoinj,org.bitcoinj.crypto,HDKeyDerivation.new Object() {...},2,17,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.crypto,HDKeyDerivation,41,421,13,18,9,81,14,15,1,12
bitcoinj,org.bitcoinj.crypto,MnemonicException.MnemonicChecksumException,0,3,0,0,0,2,0,1,0,1
bitcoinj,org.bitcoinj.crypto,X509Utils,37,130,3,21,8,30,4,11,1,2
bitcoinj,org.bitcoinj.crypto,MnemonicException.MnemonicLengthException,0,4,0,0,0,2,0,1,0,1
bitcoinj,org.bitcoinj.crypto,HDUtils,11,157,3,9,0,29,4,13,1,10
bitcoinj,org.bitcoinj.crypto,EncryptedData,42,43,5,5,3,8,7,2,2,2
bitcoinj,org.bitcoinj.crypto,DeterministicKey,113,1046,27,105,17,204,30,90,3,51
bitcoinj,org.bitcoinj.crypto,ChildNumber,23,104,3,13,3,19,5,15,2,10
bitcoinj,org.bitcoinj.crypto,BIP38PrivateKey.BadPassphraseException,0,3,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.crypto,TransactionSignature,26,302,2,60,6,54,3,40,1,11
bitcoinj,org.bitcoinj.crypto,DeterministicHierarchy,95,120,9,9,14,29,9,9,3,6
bitcoinj,org.bitcoinj.crypto,PBKDF2SHA512,14,165,1,9,4,37,2,7,1,3
bitcoinj,org.bitcoinj.crypto,HDDerivationException,4,0,0,0,2,0,1,0,1,0
bitcoinj,org.bitcoinj.crypto,HDKeyDerivation.PublicDeriveMode,5,33,0,0,0,3,1,3,1,3
bitcoinj,org.bitcoinj.crypto,LinuxSecureRandom,89,0,4,0,29,0,7,0,5,0
bitcoinj,org.bitcoinj.crypto,MnemonicException.MnemonicWordException,0,6,0,0,0,3,0,1,0,1
bitcoinj,org.bitcoinj.crypto,MnemonicCode,31,415,6,44,9,88,6,29,1,9
bitcoinj,org.bitcoinj.crypto,LinuxSecureRandom.LinuxSecureRandomProvider,12,0,0,0,3,0,1,0,1,0
bitcoinj,org.bitcoinj.crypto,DRMWorkaround,71,34,1,3,16,10,2,3,1,2
bitcoinj,org.bitcoinj.crypto,KeyCrypterScrypt,56,321,10,12,10,70,11,14,2,12
bitcoinj,org.bitcoinj.crypto,MnemonicException,0,7,0,0,0,4,0,2,0,2
bitcoinj,org.bitcoinj.crypto,TrustStoreLoader.DefaultTrustStoreLoader,74,27,4,2,20,10,4,3,1,3
bitcoinj,org.bitcoinj.crypto,TrustStoreLoader,0,3,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.crypto,KeyCrypterException,0,9,0,0,0,4,0,2,0,2
bitcoinj,org.bitcoinj.crypto,HDKeyDerivation.RawKeyBytes,0,9,0,0,0,4,0,1,0,1
bitcoinj,org.bitcoinj.wallet,DecryptingKeyBag,2,78,1,7,1,18,1,9,0,6
bitcoinj,org.bitcoinj.wallet,DefaultRiskAnalysis.Analyzer,0,11,0,0,0,2,0,2,0,2
bitcoinj,org.bitcoinj.wallet,UnreadableWalletException,5,4,0,0,2,2,1,1,1,1
bitcoinj,org.bitcoinj.wallet,UnreadableWalletException.WrongNetwork,4,0,0,0,2,0,1,0,1,0
bitcoinj,org.bitcoinj.wallet,WalletFiles,10,177,2,10,4,42,3,11,1,7
bitcoinj,org.bitcoinj.wallet,MarriedKeyChain,130,382,13,27,19,90,14,26,4,16
bitcoinj,org.bitcoinj.wallet,Wallet.new Runnable() {...},0,17,0,0,0,3,0,2,0,2
bitcoinj,org.bitcoinj.wallet,Wallet.new Runnable() {...},0,22,0,0,0,3,0,2,0,2
bitcoinj,org.bitcoinj.wallet,Wallet.new TransactionConfidence.Listener() {...},7,36,0,2,0,10,0,3,0,2
bitcoinj,org.bitcoinj.wallet,Wallet.new LinkedHashMap() {...},2,12,1,1,0,2,1,2,0,2
bitcoinj,org.bitcoinj.wallet,Wallet.new Runnable() {...},0,20,0,0,0,3,0,2,0,2
bitcoinj,org.bitcoinj.wallet,Wallet.new Runnable() {...},27,0,0,0,3,0,2,0,2,0
bitcoinj,org.bitcoinj.wallet,Wallet.new Runnable() {...},0,17,0,0,0,3,0,2,0,2
bitcoinj,org.bitcoinj.wallet,Wallet.new Runnable() {...},0,32,0,0,0,3,0,2,0,2
bitcoinj,org.bitcoinj.wallet,Wallet.new Runnable() {...},0,32,0,0,0,3,0,2,0,2
bitcoinj,org.bitcoinj.wallet,Wallet.ExceededMaxTransactionSize,0,3,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.wallet,AllowUnconfirmedCoinSelector,0,13,0,2,0,5,0,4,0,3
bitcoinj,org.bitcoinj.wallet,SendRequest,125,190,13,5,21,49,13,7,4,7
bitcoinj,org.bitcoinj.wallet,FilteringCoinSelector,21,34,3,3,4,10,3,3,1,2
bitcoinj,org.bitcoinj.wallet,UnreadableWalletException.FutureVersion,0,4,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.wallet,RedeemData,2,61,2,8,0,13,2,7,0,4
bitcoinj,org.bitcoinj.wallet,Wallet.FreeStandingTransactionOutput,12,28,0,0,2,7,2,3,2,3
bitcoinj,org.bitcoinj.wallet,Wallet.CompletionException,0,3,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.wallet,Wallet.MultipleOpReturnRequested,0,3,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.wallet,Wallet.SendResult,0,3,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.wallet,BasicKeyChain.State,9,39,0,0,0,4,2,2,2,2
bitcoinj,org.bitcoinj.wallet,WalletProtobufSerializer.new WalletProtobufSerializer.WalletFactory() {...},0,9,0,0,0,2,0,2,0,2
bitcoinj,org.bitcoinj.wallet,WalletProtobufSerializer.new Object() {...},36,245,0,0,0,7,0,1,0,1
bitcoinj,org.bitcoinj.wallet,MarriedKeyChain.Builder,27,102,6,10,3,20,5,8,0,5
bitcoinj,org.bitcoinj.wallet,WalletTransaction.Pool,5,53,0,0,0,5,1,3,1,3
bitcoinj,org.bitcoinj.wallet,RiskAnalysis.Result,9,39,0,0,0,4,2,2,2,2
bitcoinj,org.bitcoinj.wallet,Wallet.BalanceType,9,49,0,0,0,5,2,2,2,2
bitcoinj,org.bitcoinj.wallet,WalletTransaction,0,17,0,0,0,6,0,3,0,3
bitcoinj,org.bitcoinj.wallet,DeterministicUpgradeRequiresPassword,0,3,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.wallet,Wallet.FeeCalculation,0,3,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.wallet,DeterministicSeed,66,304,18,20,5,68,19,27,2,25
bitcoinj,org.bitcoinj.wallet,Wallet.DustySendRequested,0,3,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.wallet,CoinSelection,0,9,0,0,0,4,0,1,0,1
bitcoinj,org.bitcoinj.wallet,DeterministicKeyChain.new Object() {...},4,29,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.wallet,BasicKeyChain.new Runnable() {...},0,20,0,0,0,3,0,2,0,2
bitcoinj,org.bitcoinj.wallet,Wallet,1705,7762,203,797,301,1778,196,553,32,211
bitcoinj,org.bitcoinj.wallet,DeterministicKeyChain.Builder,122,25,19,1,23,9,16,5,6,5
bitcoinj,org.bitcoinj.wallet,WalletFiles.new Callable() {...},3,50,2,2,1,9,2,2,0,2
bitcoinj,org.bitcoinj.wallet,DeterministicUpgradeRequiredException,0,3,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.wallet,DefaultRiskAnalysis,69,314,17,53,16,82,14,32,1,10
bitcoinj,org.bitcoinj.wallet,Wallet.BalanceFutureRequest,0,3,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.wallet,KeyChainGroup,68,1528,22,182,12,335,24,139,2,59
bitcoinj,org.bitcoinj.wallet,Wallet.TxOffsetPair,0,15,0,0,0,5,0,2,0,2
bitcoinj,org.bitcoinj.wallet,Wallet.new FutureCallback() {...},5,11,0,0,2,3,1,2,1,2
bitcoinj,org.bitcoinj.wallet,Wallet.new Object() {...},4,29,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.wallet,DeterministicKeyChain,362,2173,43,168,52,479,46,138,7,71
bitcoinj,org.bitcoinj.wallet,Wallet.CouldNotAdjustDownwards,0,3,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.wallet,DefaultRiskAnalysis.RuleViolation,9,69,0,0,0,7,2,2,2,2
bitcoinj,org.bitcoinj.wallet,BasicKeyChain,244,1052,31,113,42,228,27,85,3,37
bitcoinj,org.bitcoinj.wallet,AllRandomKeysRotating,3,0,0,0,1,0,1,0,1,0
bitcoinj,org.bitcoinj.wallet,WalletProtobufSerializer,324,1434,42,159,69,340,44,93,3,21
bitcoinj,org.bitcoinj.wallet,DefaultCoinSelector,0,106,1,19,0,24,1,14,0,5
bitcoinj,org.bitcoinj.wallet,KeyChain.KeyPurpose,5,53,0,0,0,5,1,3,1,3
bitcoinj,org.bitcoinj.wallet,DefaultKeyChainFactory,20,35,2,4,3,9,2,4,0,3
bitcoinj,org.bitcoinj.wallet,Wallet.MissingSigsMode,9,39,0,0,0,4,2,2,2,2
bitcoinj,org.bitcoinj.wallet,KeyTimeCoinSelector,25,91,4,10,7,23,4,7,0,4
bitcoinj,org.bitcoinj.wallet,DefaultCoinSelector.new Comparator() {...},0,59,0,4,0,14,0,4,0,2
bitcoinj,org.bitcoinj.wallet,UnreadableWalletException.BadPassword,4,0,0,0,2,0,1,0,1,0
bitcoinj,org.bitcoinj.net,FilterMerger.Result,0,3,0,0,0,1,0,1,0,1
bitcoinj,org.bitcoinj.net,AbstractTimeoutHandler.new TimerTask() {...},0,10,0,0,0,3,0,2,0,2
bitcoinj,org.bitcoinj.net,AbstractTimeoutHandler,0,58,0,6,0,17,0,8,0,5
bitcoinj,org.bitcoinj.net,BlockingClientManager,76,55,7,3,17,13,8,5,4,4
bitcoinj,org.bitcoinj.net,NioServer,146,139,4,10,14,43,2,10,0,5
bitcoinj,org.bitcoinj.net,NioClientManager,202,203,15,15,33,56,11,13,2,7
bitcoinj,org.bitcoinj.net,NioClient,11,39,0,0,4,8,2,2,2,2
bitcoinj,org.bitcoinj.net,ConnectionHandler,55,373,10,34,13,99,10,22,0,10
bitcoinj,org.bitcoinj.net,NioClientManager.new Executor() {...},0,14,0,0,0,3,0,2,0,2
bitcoinj,org.bitcoinj.net,NioClientManager.PendingConnect,0,18,0,0,0,2,0,1,0,1
bitcoinj,org.bitcoinj.net,FilterMerger,24,168,6,16,3,34,6,10,1,4
bitcoinj,org.bitcoinj.net,NioClient.new FutureCallback() {...},8,10,0,0,2,2,1,2,1,2
bitcoinj,org.bitcoinj.net,NioClient.Handler,9,66,3,3,4,22,4,6,1,6
bitcoinj,org.bitcoinj.net,BlockingClient,7,142,2,6,2,38,2,8,0,6
bitcoinj,org.bitcoinj.net,BlockingClient.new Thread() {...},36,102,3,7,4,18,2,5,0,2
bitcoinj,org.bitcoinj.net,ProtobufConnection,117,221,12,12,21,54,11,12,1,10
bitcoinj,org.bitcoinj.kits,WalletAppKit,922,0,114,0,201,0,91,0,34,0
bitcoinj,org.bitcoinj.kits,WalletAppKit.new FutureCallback() {...},35,0,2,0,6,0,4,0,3,0
bitcoinj,org.bitcoinj.kits,WalletAppKit.new Thread() {...},21,0,0,0,7,0,2,0,2,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos.SignedPeerSeeds,422,0,39,0,112,0,57,0,36,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos.PeerSeedData.Builder,432,0,46,0,126,0,53,0,30,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos.PeerSeeds,526,0,51,0,136,0,67,0,40,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos.SignedPeerSeeds.Builder,394,0,42,0,110,0,49,0,28,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos,98,0,0,0,14,0,4,0,4,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},8,0,0,0,3,0,2,0,2,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos.PeerSeeds.Builder,844,0,100,0,232,0,96,0,46,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos.PeerSeedData,462,0,45,0,127,0,61,0,37,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos.PeerSeeds.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos.PeerSeedData.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
bitcoinj,org.bitcoin.crawler,PeerSeedProtos.SignedPeerSeeds.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
